Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13
2.13,2.11,2.7,2.58,2.88,3.63,0.94,3.14,0.0,4.61,3.45,6.01,5.07
2.08,2.13,2.7,2.63,2.94,3.54,0.95,3.15,0.01,4.66,3.51,6.14,5.1
2.11,2.19,2.74,2.64,2.92,3.58,0.94,3.15,0.0,4.59,3.47,6.1,5.05
2.1,2.15,2.71,2.65,2.94,3.51,0.95,3.13,0.0,4.56,3.4,5.97,5.05
2.11,2.17,2.74,2.65,2.94,3.64,0.98,3.15,0.0,4.61,3.42,6.01,5.14
2.08,2.11,2.7,2.64,2.92,3.59,0.94,3.13,0.0,4.61,3.46,6.1,5.14
2.06,2.17,2.67,2.61,2.94,3.59,0.93,3.08,0.0,4.64,3.38,6.01,5.14
2.09,2.15,2.7,2.67,2.94,3.61,0.94,3.13,0.01,4.72,3.35,6.05,5.07
2.08,2.15,2.69,2.65,2.92,3.63,0.93,3.03,0.0,4.66,3.31,6.05,5.05
2.09,2.16,2.7,2.64,2.91,3.61,0.94,3.06,0.01,4.53,3.3,6.05,5.07
2.08,2.16,2.71,2.71,2.85,3.7,0.91,3.08,0.0,4.5,3.24,6.01,5.05
2.05,2.17,2.7,2.66,2.91,3.61,0.9,3.03,0.0,4.38,3.2,6.05,4.99
2.06,2.15,2.7,2.66,2.92,3.66,0.93,3.05,0.01,4.38,3.11,5.97,5.05
2.1,2.13,2.67,2.63,2.89,3.58,0.89,2.99,0.0,4.35,3.13,5.97,5.05
2.06,2.11,2.67,2.69,2.9,3.67,0.84,3.03,0.0,4.28,3.03,5.81,4.95
2.08,2.15,2.65,2.67,2.94,3.63,0.88,2.94,0.01,4.35,3.05,5.97,5.01
2.1,2.15,2.66,2.69,2.9,3.64,0.86,3.03,0.01,4.43,3.06,5.97,5.01
2.08,2.13,2.63,2.69,2.89,3.61,0.84,2.94,0.0,4.4,3.04,5.97,5.1
2.08,2.1,2.7,2.71,2.92,3.63,0.86,3.01,0.0,4.53,3.1,5.97,5.05
2.1,2.14,2.69,2.7,2.92,3.55,0.84,2.99,0.01,4.56,3.03,5.93,5.01
2.03,2.15,2.63,2.66,2.9,3.61,0.85,2.95,0.0,4.59,3.04,5.93,4.95
2.11,2.14,2.65,2.7,2.84,3.67,0.85,2.91,0.01,4.61,3.06,5.97,5.05
2.13,2.11,2.64,2.64,2.94,3.61,0.85,2.95,0.0,4.61,3.08,6.01,4.93
2.11,2.14,2.65,2.69,2.94,3.61,0.86,2.94,0.0,4.5,3.11,6.05,5.05
2.1,2.11,2.67,2.7,2.95,3.55,0.85,2.96,0.0,4.64,3.13,6.01,5.05
2.15,2.11,2.64,2.7,2.88,3.64,0.86,2.97,0.0,4.59,3.1,5.93,5.01
2.13,2.15,2.63,2.69,2.95,3.55,0.86,3.01,0.01,4.59,3.2,6.01,5.05
2.09,2.15,2.65,2.67,2.91,3.63,0.88,2.99,0.0,4.56,3.2,6.05,5.05
2.14,2.15,2.66,2.66,2.9,3.58,0.85,2.96,0.0,4.56,3.19,6.01,4.99
2.14,2.17,2.63,2.72,2.92,3.61,0.89,2.97,0.0,4.59,3.24,5.97,4.95
2.14,2.15,2.66,2.72,2.91,3.63,0.89,2.96,0.0,4.72,3.21,6.1,5.01
2.13,2.15,2.63,2.69,2.9,3.59,0.86,2.99,0.0,4.59,3.21,6.1,5.05
2.15,2.15,2.64,2.7,2.96,3.59,0.86,3.01,0.0,4.59,3.14,6.05,5.01
2.13,2.09,2.67,2.72,2.92,3.55,0.88,3.03,0.0,4.64,3.17,5.97,4.89
2.14,2.11,2.63,2.69,2.91,3.64,0.89,2.99,0.0,4.56,3.24,6.14,5.1
2.15,2.15,2.63,2.67,2.7,3.54,0.9,3.01,0.0,4.59,3.17,6.1,5.07
2.15,2.16,2.7,2.69,2.92,3.61,0.89,2.99,0.0,4.64,3.15,6.1,4.99
2.13,2.13,2.65,2.66,2.9,3.63,0.89,3.04,0.01,4.64,3.19,6.1,5.05
2.16,2.15,2.66,2.69,2.91,3.59,0.89,3.04,0.01,4.64,3.21,6.14,5.05
2.11,2.11,2.66,2.69,2.9,3.58,0.86,3.01,0.0,4.59,3.15,6.05,4.99
2.11,2.15,2.64,2.72,2.89,3.61,0.9,3.04,0.0,4.75,3.21,6.18,5.07
2.15,2.13,2.64,2.72,2.92,3.61,0.9,3.05,0.01,4.72,3.17,6.1,4.99
2.14,2.15,2.66,2.64,2.89,3.59,0.88,3.03,0.0,4.64,3.21,6.14,4.99
2.19,2.16,2.65,2.71,2.9,3.7,0.91,3.06,0.0,4.64,3.2,6.18,5.01
2.11,2.13,2.71,2.74,2.89,3.59,0.88,2.99,0.0,4.64,3.24,5.93,4.86
2.13,2.15,2.66,2.69,2.9,3.59,0.9,3.03,0.0,4.69,3.25,6.05,5.05
2.15,2.13,2.7,2.67,2.92,3.63,0.9,3.04,0.01,4.64,3.26,6.05,4.99
2.09,2.09,2.71,2.74,2.89,3.59,0.89,2.99,0.0,4.59,3.25,6.05,4.95
2.14,2.14,2.66,2.7,2.92,3.61,0.93,3.08,0.01,4.72,3.28,6.1,4.99
2.19,2.14,2.65,2.67,2.95,3.58,0.9,3.04,0.01,4.66,3.25,6.14,5.05
2.14,2.14,2.64,2.69,2.88,3.58,0.88,3.03,0.0,4.61,3.25,6.1,4.99
2.13,2.15,2.67,2.71,2.99,3.7,0.91,3.06,0.0,4.64,3.24,6.05,5.05
2.11,2.14,2.65,2.74,2.95,3.64,0.91,3.06,0.01,4.69,3.24,6.1,5.01
2.15,2.16,2.64,2.7,2.9,3.59,0.91,3.03,0.0,4.66,3.26,6.18,5.1
2.11,2.11,2.67,2.71,2.95,3.61,0.93,2.97,0.01,4.59,3.19,6.18,5.07
2.09,2.11,2.67,2.7,2.92,3.64,0.91,3.04,0.0,4.66,3.25,6.05,4.99
2.11,2.11,2.63,2.7,2.91,3.59,0.9,3.03,0.0,4.69,3.26,6.18,5.1
2.11,2.15,2.63,2.7,2.9,3.55,0.9,3.06,0.0,4.69,3.21,6.1,5.01
2.11,2.16,2.63,2.63,2.94,3.59,0.91,3.01,0.01,4.72,3.21,6.1,5.01
2.11,2.14,2.65,2.69,2.91,3.64,0.95,2.99,0.03,4.78,3.24,6.14,5.01
2.17,2.16,2.66,2.74,2.91,3.63,0.94,3.1,0.0,4.66,3.24,6.18,5.07
2.11,2.14,2.65,2.75,2.9,3.59,0.9,3.05,0.0,4.64,3.19,6.1,5.01
2.15,2.13,2.69,2.74,2.91,3.67,0.93,3.05,0.0,4.72,3.25,6.18,5.1
2.11,2.15,2.66,2.74,2.94,3.63,0.94,3.06,0.01,4.78,3.17,6.01,5.05
2.14,2.15,2.69,2.66,2.94,3.59,0.91,3.04,0.0,4.69,3.25,6.18,5.05
2.08,2.1,2.66,2.74,2.92,3.59,0.9,3.11,0.0,4.72,3.26,6.18,5.07
2.14,2.13,2.65,2.7,2.95,3.59,0.91,3.08,0.0,4.66,3.24,6.1,5.1
2.13,2.11,2.63,2.7,2.92,3.59,0.93,3.03,0.0,4.66,3.24,6.1,5.01
2.15,2.14,2.69,2.69,2.97,3.66,0.93,3.04,0.01,4.72,3.24,6.1,5.01
2.15,2.16,2.66,2.7,2.89,3.58,0.95,3.04,0.01,4.72,3.14,6.01,5.05
2.14,2.13,2.63,2.71,2.9,3.66,0.93,2.99,0.0,4.8,3.25,6.14,5.05
2.1,2.1,2.64,2.74,2.9,3.63,0.94,3.04,0.0,4.69,3.25,6.14,5.05
2.11,2.13,2.61,2.71,2.91,3.55,0.91,3.03,0.0,4.69,3.24,6.1,5.01
2.15,2.14,2.6,2.66,2.99,3.72,0.93,3.05,0.0,4.66,3.24,6.05,5.01
2.1,2.09,2.63,2.71,2.95,3.59,0.9,3.05,0.0,4.61,3.26,6.18,4.95
2.11,2.06,2.64,2.75,2.94,3.58,0.9,3.04,0.0,4.69,3.26,6.18,4.99
2.17,2.14,2.64,2.72,2.94,3.63,0.94,3.13,0.0,4.72,3.3,6.14,4.93
2.14,2.11,2.65,2.66,2.95,3.63,0.93,3.04,0.0,4.69,3.24,6.1,5.05
2.09,2.13,2.63,2.7,2.91,3.63,0.9,3.04,0.01,4.66,3.26,6.22,5.1
2.15,2.13,2.63,2.75,2.97,3.67,0.9,3.08,0.01,4.75,3.24,6.18,5.07
2.13,2.11,2.63,2.66,2.96,3.58,0.9,3.05,0.0,4.75,3.24,6.14,5.01
2.11,2.11,2.63,2.71,2.92,3.59,0.9,3.08,0.01,4.8,3.2,6.1,5.01
2.17,2.15,2.65,2.69,2.9,3.64,0.91,3.05,0.01,4.8,3.24,6.14,4.99
2.15,2.14,2.63,2.69,2.96,3.64,0.91,3.06,0.0,4.64,3.21,6.05,5.01
2.09,2.11,2.63,2.67,2.96,3.7,0.91,3.1,0.0,4.75,3.3,6.18,5.07
2.13,2.15,2.64,2.71,2.91,3.63,0.93,3.13,0.01,4.78,3.19,6.01,5.05
2.14,2.13,2.63,2.74,2.92,3.58,0.89,3.05,0.0,4.72,3.24,6.05,5.05
2.14,2.19,2.6,2.71,2.92,3.64,0.93,3.11,0.0,4.75,3.25,6.14,5.05
2.11,2.15,2.66,2.78,2.97,3.66,0.91,3.1,0.0,4.78,3.25,6.14,4.93
2.16,2.16,2.64,2.69,2.92,3.63,0.93,3.1,0.01,4.72,3.28,6.22,5.05
2.13,2.16,2.66,2.74,2.97,3.7,0.93,3.11,0.01,4.78,3.26,6.1,4.99
2.13,2.17,2.66,2.76,2.9,3.63,0.93,3.06,0.0,4.78,3.26,5.93,4.89
2.11,2.15,2.66,2.71,2.91,3.72,0.94,3.08,0.01,4.66,3.24,6.14,4.99
2.11,2.14,2.63,2.71,2.91,3.63,0.94,3.04,0.01,4.78,3.24,6.18,5.01
2.11,2.1,2.65,2.72,2.97,3.61,0.93,3.06,0.01,4.78,3.21,6.1,5.05
2.14,2.15,2.61,2.72,2.91,3.64,0.94,3.13,0.0,4.69,3.2,6.1,4.99
2.13,2.1,2.67,2.74,2.92,3.66,0.96,3.08,0.0,4.72,3.26,6.18,5.07
2.11,2.16,2.64,2.71,2.95,3.7,0.95,3.1,0.01,4.78,3.28,6.18,5.01
2.13,2.16,2.6,2.64,2.97,3.63,0.94,3.04,0.0,4.72,3.25,5.97,4.95
2.11,2.16,2.65,2.72,2.94,3.63,0.96,3.05,0.0,4.75,3.24,6.01,4.99
2.14,2.15,2.71,2.71,3.01,3.67,0.98,3.03,0.01,4.72,3.24,6.01,4.95
2.15,2.11,2.65,2.7,2.94,3.63,0.95,3.06,0.01,4.75,3.33,6.05,5.05
2.15,2.15,2.69,2.72,2.92,3.63,0.95,3.1,0.0,4.75,3.28,5.97,5.01
